,Unnamed: 0,data,sentiment
2263,2577,tôi thấy hàng này bên cuba nhiều lắm này nếu chuyển về vn bán đồ cổ thì chắc vn dầu nhất tg,negative
2264,2578,góc sài gòn ơi hãy làm như người mà các vị đang hỏi lấy tiền đâu ra để giúp người nghèo thử 1 lần từ thiện đi đừng nói,negative
2265,2579,người ta muốn làm người từ tế cũng ko xong thật lắm chuyện,negative
2266,2580,có để giúp cho người nghèo là một việc tốt rồi,negative
2267,2581,nó lấy của ấy nên bây giờ nó vậy giả điên đạp trong mặt nó,negative
2268,2582,có thấy cha nội tham nhũng nào bỏ tiền ra giúp dân đâu thấy người ta tốt thì đố kỵ,negative
2269,2584,bọn mà hốc của dân bố bảo ko dám khoe ra đâu,negative
2270,2585,thấy người ra tốt quá chắc mấy ông bị nhột rồi,negative
2271,2586,lấy ơ đâu cũng được quan trọng là cái tâm của người ta thôi,negative
2272,2587,dm cơ th cho con chó nào dám bỏ tiền ra giúp người nghèo như ông hải k người ta bỏ tiền bỏ công sức ra giúp người nghèo cũng bị bọn mày soi mói là sao mày rảnh wa ad ah,negative
2273,2588,tat nhien la an cap an cuop cua dan ma co roi,negative
2274,2589,một cau hoi thua va ô tram ngàn tỷ cho ai đóng nào tu thien bao nhieu ma ong hai mot viec lam rát tót giúp nhung hoàn cảnh khó khăn lai benh tat ko đuoc loi đóng vien con chi chí xem xét lại,negative
2275,2590,giờ tụi nó tức điên rầu đáy chú hải cẩn thận nha giàng xếp thủ đoạn tinh vi lắm,negative
2276,2591,sau foxconn wistron luxshare đến lượt pegatron đổ vốn vào việt nam giấc mơ iphone ‘made in vietnam’ sắp thành hiện thực,negative
2277,2593,trả giá từ từ rồi đây,negative
2278,2594,để vào ngày nào thì chết vào ngày ấy,negative
2279,2595,"đại gia bđs từng gây đình đám với chiếc rolls royce 1,4 triệu đô được bình định ưu ái cấp cho biển số 77l 7777 giờ thân tàn ma dại không có nổi căn nhà trú thân",negative
2280,2596,với hàng chục ngàn đô nhưng có lẽ là cua ngân hàng và bọn rửa tien,negative
2281,2597,chèo cao ngã đau là ở chỗ này đây lòng tham khi đã bị xụp đổ k có gì có thể cứu vản được chỉ có cửa tử thôi khi vui thì vỗ tay vàotới khi hoạn nạn thì nào có ai,negative
2282,2598,cuộc đời là thế thôi ,negative
2283,2599,tôi có nghe thấy mấy anh bạn ở bình định nói csgt bình định nhìn thấy xe bà này phải lé luôn,negative
2284,2600,oanh tạc thế này chắc cũng tầm cấp tỉnh,negative
2285,2602,bây giờ em nó phải biết lo cho sự an toàn dễ lúc ha canh an toàn cần gì tham lam thêm nữa no quá nhiều rồi,positive
2286,2604,thần tượng của tôi một thời chán quá  âu cũng là cái số mong thần tượng sớm vượt qua cửa ải này,negative
2287,2607,"toàn đứa tham ô 100 1000 tỷ.thu hồi được hết tiền lũ quan tham,thừa dư làm.cần gì nhật bản",negative
2288,2609,ahihi công an đâu bắt chưa,negative
2289,2610,gần đây nhiều án tham nhũng bị phanh phui quá bác trọng phải nhắc nhở,negative
2290,2611, việc ai nói thì cứ nói  việc “ tao “ làm  “ tao “ cứ làm  nhưng  phải “ kín đáo “ hơn  “ tinh vi “ hơn  “ chặt chẽ “ hơn  chứng từ sổ sách số liệu ban đầu phải “ ăn khớp “ nhau  phải tạo thành một “ vòng tròn khép kín “ không …see more,negative
2291,2613,chẳng nhẽ dân thường “ bảo kê “ được chăng  ngoài đảng viên của ông np trọng  thì còn ai “ bảo kê” được thằng này ,negative
2292,2614,"cái luật pháp nước mình quá lêu lỏng.3 cái loại cạn bã xh có gì k dẹp được.luật hình sự án cao,xét xử xong k giảm án.gđ nhiều tiền cũng k chạy được?xem chúng ngoan k.k bàn chuyện xuất nhập khẩu.toàn ba chuyện linh tinh",negative
2293,2615,còn trung tá nam thì sao,negative
2294,2616,một câu nói như thế được phát ra từ miệng của một nguyễn hoàng ánh hay sao thật sự là không thể ngờ,negative
2295,2617,ts xuất phát cũng từ đứa hs trẻ con giờ đi học toàn bị cn bắt điền từ rồi điền số vào chỗ trống khoanh  kẻ này nọ mục đích chỉ để làm bài thi môn học.cònhs bảo viết một câu nghiêm chỉnh hay viết lại một đề toán thì đố viết được bảo sao người v thông minh nhưng mãi không giỏi vì có bọn cvinhina làm giáo dục,negative
2296,2618,trông bác trọng vẫn khỏe quá,negative
2297,2619,ngân hàng và tội phạm thường là bạn song hành mà,negative
2298,2620,đệ nhất phu nhân trump chắc cũng không sánh kịp nha,negative
2299,2621,"hai bác rất phúc hậu ạ,chúc hai bác nhiều sức khỏe để phục vụ đảng phục vụ nhân dân.dân cả nước kính trọng bác",negative
2300,2622,ông trong đọc được thông tin này liệu có động não va xuy nghĩ gì không nhỉ,negative
2301,2623,"một đời thanh bạch,vì nước vì dân",negative
2302,2625,người ta có tiền người ta có quyền phá nát cảnh quan thiên nhiên bất chấp thế này đây ,negative
2303,2626,thằng báo này có ý chi thì phải viết chừng này xem doanh nghiệp có nôn ra ko đã rồi viết tiếp,negative
2304,2627,nghi ngờ anh trung quá,negative
2305,2628,may ace phai ro rang nhe hong duoc moi sau a.trum.a cam on,negative
2306,2629,ngày trước video chính trị đăng tải những bài viết rất hay và thật nhưng gần đây tôi thấy hơi xạo xạo rồi đó,negative
2307,2630,mỹ kiên quyết từ chối công nhận quyền kiểm soát của trung quốc đối với phần lớn biển đông ở những khu vực trùng lặp với tuyên bố của nước láng giềng việt nam đài loan và philippines,negative
2308,2632,không đụng được ấn độ thì mình chiếm đất hàng xóm của ấn độ để mình làm bàn đạp,negative
2309,2633,trung quốc nó có gen bành trướng 5000 năm rồi,negative
2310,2634,thấy 2 từ tq là người ta nghĩ tới nó tham lam  xảo trá bỉ ổi ngang ngược dóc láo...và những gì xấu xa nhất của thế giới tq có hết,negative
2311,2635,thật là mặt dày ai đụng tới t mà ngang nhiên chiếm đất người ta loài gia súc thả rông nó còn biết chạy về nhà nó,negative
2312,2636,cáo đang đặt hai chân vào đó,negative
2313,2637,chỉ vì phụ huynh phản đối giá bán sách giáo khoa quá cao mà bà phó gs tiến sĩ lại nhận định như thế đúng là ngáo” nặng rồi,negative
2314,2638,hồi bà học phổ thông sách của chị để cho em sang năm học vậy bà củng lên được ts vì lẻ bà nằm trong nhóm lợi ích hút máu đồng bào nên bà xúc phạm đến phụ huynh bà coi lại tư cách bà,negative
2315,2639,tiến sĩ nguyễn hoàng ánh ơi tại sao ngươi nói những lời nhố nhăngtiến sĩ liệu giữ hàm răng …see more,negative
2316,2640,cải tiến nữa thì 1 năm lại đem đi đốt bao nhiêu sách giáo khoa đốt bao nhiêu tiền của toàn bọn lợi ích nhóm ,negative
2317,2641,loại g s tiê n sỹ này thật gia là kẻ vô học vì đất nước mình nghèo nên phải tích kiệm thôi,negative
2318,2642,người có văn hóa có học vị mà phát biểu như dân cho bua thật dáng tiếc,negative
2319,2643,1 mùa làm 3 sào ruộng đc 2 tấn lúa bán hết đầu năm có đủ mua sách và đóng học phí cho 2 đứa học không mà bán hết lấy gì ăn và đầu tư mùa sau nữa hãy nhìn vào mặt bằng chung chứ,negative
2320,2644,ai cũng khoe tài chẳng ai chịu kém ai nên nghành gd mới nên nỗi này,negative
2321,2645,mình ngáo hay bà ý ngáo còn chưa biết.cơ mà đọc hết thì thấy cũng nhiều ý đúng,negative
2322,2646,ko biết não bà này đang nghĩ gì ,negative
2323,2647,nói rất hay anh hải ạ anh khiến chúng tôi cảm phục khiến nhiều quan chức phải cúi đầu hổ thẹn,negative
2324,2648,rồi hết chiến tranh biên giới trung  ấn giờ anh lớn nga cũng đang chuẩn bị vũ khí hướng về phía tq kỳ này tq bị vây tứ phía rồi,negative
2325,2651,xep vina nai vina sin quang tay nguyen thep thai nguyen dam ha bac p u,negative
2326,2652,anh ý chưa bị ung thư ah,positive
2327,2653,chắc chuẩn bị cho tranh cử,positive
2328,2654,đài loan lớn vì có một nguyên thủ như bà,negative
2329,2655,cả thế giới chung tay loại đcstq ra khỏi cuộc sống của nhân loại,negative
2330,2656,đất nước tôi ủng hộ bà,negative
2331,2658,hết hồn thật chắc lại thế thân cho ai rồi,negative
2332,2660,nếu tin này là chính xác thì có lẽ cả thế giới đều ngỡ ngàng,negative
2333,2661,lột mặt nạ rồi quá đẹp chỉ có ngài tt trump là vô sản,positive
2334,2663,cả thế giới đi xem t còn xấu thói ko,negative
2335,2664,"kho dữ liệu 2,4 triệu người nước ngoài gồm các chính trị gia cao cấp thành viên gia đình hoàng gia các lãnh đạo tôn giáo và sĩ quan quân đội… họ đều được “đánh số thứ tự”",negative
2336,2666,thế này k ai muốn tham nhũng,negative
2337,2667,lúc đến thế giới này là trần trui lúc sang thế giới bên kia hỏi có ai mang đc gì không 2 mắt kia khép lại tạ thế thì còn nhìn ra ai của cải chỉ là hư vô trống rỗng sao cứ phải tham lam mỗi người phải nghĩ cho người khác hôm tôi về quê vì con covi t người có lương thì đc con covi 500k người nông dân làm ruộng cấm chợ ko đi bán rau đc lại ko có con covi thật là buồn ,negative
2338,2668,cứ kêu nuớc ta còn nghèo mà sao tham ô tham nhũng thất thoát toàn nghìn tỉ thế,negative
2339,2669,giảm án 3 4 ngày lễ tết trong năm.hỏi 8 năm chúng nó thụ án mấy năm?tiền hối lộ hốc lắm cho quản giáo chút ít.vào trại khác gì đi nghỉ dưỡng.mấy thằng đánh cờ tướng với nhau qua ngày,negative
2340,2670,nói thì nghe như pháo nổ những gì làm dc chưa thấy cứ mỗi ông bào mòn hàng nghìn tỷ hỏi đất nc sẽ ra sao,negative
2341,2671,dm nhẹ thế kiếm đâu ra nghìn tỷ bây h,negative
2342,2673,cứ nhìn vào gương ông truyền ông khánh là đủ hiểu,negative
2343,2675,trong vụ buôn thuốc giả vn pharma tại sao đến giờ lãnh đạo bộ y tế gồm bộ trưởng thứ trưởng lại chẳng thấy ai chịu trách nhiệm bắt cán bộ hải quan rất đúng nhưng có là gì so với vai trò bảo kê tiếp tay của bộ y tế,negative
2344,2676,nên xử lý chị kim tiến càng sớm càng tốt,positive
2345,2677,đem xử bắn cũng chưa đền hết tội với dân nhân,negative
2346,2678,"nói được làm được mới hay,đừng nói cho có là được,đem xử bắn cũng k hết tội",negative
2347,2679,khốn nạn trên cả khốn nạn tận cùng của cái chết những đồng tiền dơ bẩn này sẽ hủy diệt hoàn toàn những sinh mệnh tham lam độc ác,negative
2348,2680,nhìn mặt nó như con quỷ.chẳng có hậu tẹo nào.k hiểu sao lại đề cử nó làm bt y tế cứu người,negative
2349,2681,buổi chu nhật báo cáo cho hai xếp biết nghe,negative
2350,2682,cố chìm đi thời gian lâu sẽ hòa cả làng,positive
2351,2683,đây là ngu hay tham lô thuốc h-capita mà hùng cùng đồng phạm tuồn vào vn được xác định là giả vậy mà phía bộ y tế khẳng định là thuốc thật chỉ kém chất lượng chắc chắn họ không ngu mà họ cực tham,negative
2352,2684,khốn nạn trên cả khốn nạn hút đồng tiền tận cùng của cái chết có nhân quả đấy ko ngon đâu,negative
2353,2685,bà nên chuẩn bị tinh thần mắc bệnh ung thư đi để nhẹ tội,positive
2354,2686,cho nốt bà này vào lò đê,negative
2355,2687,nhìn những gì trump làm mà chạnh lòng tiếc là chính phủ việt nam điều hành kinh tế ngược lại với ông donald trump khi liên tục gia tăng thuế phí xăng dầu điện nước bot…,negative
2356,2688,vn ta có nhưng chưa đến lúc thôi.giờ cho doanh nhân lên lãnh đạo lại hay.họ k vì tiền mà họ muốn làm dk cái gì đó cho tổ quốc vn cần sửa đổi luật để dân có thể bầu và đưa ra thành viên ưu tú nhất.để tranh dây dưa rau má ông này ông kia thì đất nước mình cũng đi lên thôi,negative
2357,2689,giờ mới thấy đc bài báo này nói hay sát thực hiện tại,negative
2358,2690,tỷ phú làm chính trị nó phải khác,negative
2359,2691,người giàu làm ji củng dể dàng vì cơ hội chiến thắng nhiều hơn.còn ng ngèo chuyện ji củng phải đăng đo suy nghĩ.ăn chắc mặt bền nên cái ji cũng lâu,negative
2360,2692,tổng thống trump hết lòng vì dân chứ k vì lợi ích cá nhân vì trump lên làm tổng thống mỹ trước đó đã là nhà đại tư sản của bất động sản nước mỹ rồi trump k thiếu tiền bạc một tổng thống thật quá sứng đáng cho nước mỹ đầy bản lĩnh và thông minh có một k,negative
2361,2693,trước đó cảnh sát úc đã ban bố lệnh khám xét đối với một số nhân viên lãnh sự quán trung quốc tại úc để phục vụ điều tra,negative
2362,2694,tàu  giả lừa dối đi đâu cũng gieo điều ác cho nhân loại làm sao nói đc điều gì với trào lưu sống tốt văn minh của thế giới quá nhục chỉ vì tư tưởng bành trướng mà đi đến nơi đâu nhân loại cũng sợ như virus,negative
2363,2695,cái gì gian xảo thường khó nói,negative
2364,2696,đúng là chỉ có trumo mới trị được trung quốc,negative
2365,2697,bài này viết từ 28 tháng 5 năm 2019,negative
2366,2698,đúng rồi  phải “ cấm vận trung  “ rất đúng rất tuyệt vời  nước nào không chấp hành thì coi như nước đó vào hùa cùng phe với trung cộng  trị tiếp  nước mỹ không thể khoing trị những kẻ coi thường luật pháp quốc tế  hoan nghênh hoa kỳ  hoan nghênh tt donald trump và chính phủ hoa kỳ ,negative
2367,2699,mit bách nguyen chuẩn,positive
2368,2700,phải cho thằng lưu manh t này về con số không tròn trĩnh ,negative
2369,2703,thế này thì chết bỏ bu,negative
2370,2704,các bạn dừng nghĩ tao lao tiền nào ra tiền do sự vụ này xảy ra mấy năm rồi có bị sao về c d hưu dâu dừng có xuyên tạc gây bất lợi cho x h ,negative
2371,2705,lừa đảo thế này thì bảo sao cựu phó thành hồ hết truy tố từ tội này đến tội khác đúng là chết vì đàn bà,negative
2372,2706,muốn làm ăn tích lũy làm dầu thì các bậc nam nhi hãy tránh xa đàn bà chuyên đào mỏ và quấy nhiểu chỉ mang đến hậu họa k lường trước được,negative
2373,2707,tịch thu tam tộc tài sản nhà chúng nó,negative
2374,2708,khi muốn tận thu thì họ khuyến khích người dân gửi tiền vàng vào ngân hàng đến khi ăn chia nhau cho đã rút rỉa hết lại tuyên bố phá sản huề cả làng sao,negative
2375,2709,o viet nam dung co tin tuong may ong can bo se mat ca chi lan chai day ho xu o tra co di gai tru thoi,negative
2376,2710,đã vậy còn dụ mua bảo hiểm cho số tiền gửi trong sổ tiết kiệm mất đơn rồi mất kép luôn,negative
2377,2711,dù là một tay mơ chính trị nhưng trump thực sự là khắc tinh của con cáo tập cận bình khi mọi ngón đòn đều lần lượt bị vô hiệu hóa,negative
2378,2712,kết luận thanh tra chính phủ khẳng định trách nhiệm của pvn và bộ công thương khi dùng thủ thuật muốn qua mặt quốc hội,negative
2379,2713,loanh quanh cũng la bộ c t.bộ g t rồi bộ g d các bộ này 0 biết con muốn thêm gì nữa,negative
2380,2714,chúng đã ăn hết phần của con cháu chúng ta rồi,negative
2381,2715,trước nó mua than của việt với giá rẻ giờ nó bán ngược lại vơi giá cao cho ta có nghĩa tự tay bóp dái thôi,negative
2382,2716,phải chấm dứt làm nhiệt điện các nhà máy nhiệt điện của trung quốc thế giới không còn nước nào dùng xin hãy nghe tôi,negative
2383,2717,nhập vào nhiều thì cấp bộ lớn và vừa mới có chia nhau chứ,negative
2384,2718,cứ sẵn ăn sẵn dùng đến khi nó cắt viện trợ phát là k bấu bíu vào đâu được là ốm ho ngay thôi tình trạng này thế giới cũng đã mắc khợm nhiều về phụ thuộc hàng hóa của nhau rồi giải tán,negative
2385,2719,buồn thay trừ bọn tham tàn như quan chức giáo dục hiệu trưởng và lãnh đạo trường phần lớn giáo viên chẳng mấy ai giàu có sung sướng gì nhưng vẫn phải chịu chung nỗi ô nhục này,negative
2386,2720,hoa hồng cho giáo viên ăn thua gì chỉ tổ thêm việc mà lại chẳng có hiệu quả gì phụ huynh cũng chẳng mặn mà gì mà còn coi nó như tin nhắn rác vì thế nhiều nơi bỏ rồi và xin đính chính là một năm 30000đ nhé chứ không phải một tháng 30000đ báo hãy trung thực một chút không nên nói quá như thế mất hay,negative
2387,2721,như vậy là cái mà  nhà trường quan tâm là hoa hồng mà các đối tác đem lại chứ không phải hiệu quả của sổ liên lạc điện tử,negative
2388,2722,cái này mà “ vì học sinh thân yêu “ sao hở ,negative
2389,2723,đừng tưởng nhnn mà ngon nợ xấu thuộc loại khủng của khủng,negative
2390,2725,thật khg công bằng khi nam tăng có 2 tuổi nữ tăng 5 tuổi tăng kiểu này chỉ có lợi cho hàng ngũ cấp phó trưởng phòng là nữ vì vẫn ngồi đúng chỗ và tăng lương đều đều khi phụ nữ là ng l đg trực tiếp thì 55 đã cạn kiệt sức nếu về sớm sẽ bị trừ phần trăm lương hưu,negative
2391,2726,chúng muốn vắt cạn kiệt sức lực của người lao động để nuôi bộ máy tham nhũng khổng lồ bao nhiêu vụ án tham nhũng của giới cầm quyền hàng ngày tỷ có thu hồi được gì đâu  nay bắt người dân còng lưng đóng góp  đến tuổi về hưu thì chỉ mang bệnh tật chờ chết lương hưu có được mấy đồng ,negative
2392,2727,lạy trời phật chúng nó đừng ăn cướp của con,negative
2393,2728,tiền nhiều mà để làm gì chết đến nơi rồi còn gì,negative
2394,2729,trời cao có mắt  ma quỷ hán gian bktq bạo tàn tự sát,negative
2395,2730,bộ mặt của tập đoàn fpt đây sao,negative
2396,2731,tq từ nay khó ngóc đầu lên được liệu có còn dám ngông nghênh chơi trò thương mại bẩn với quốc tế nữa không,negative
2397,2732,tham nhũng thế này chắc khó cãi tạo thành người tử tế nhỉ,negative
2398,2733,thoai nguyen tử hình làm gương bọn hại dân hại nước,negative
2399,2734,bat di ban mau lay lai tien 1700 ti vnd,negative
2400,2735,thằng này phải tử hình mới đúng mà tử hình 3 đời cho gđ nó ko có cơ hội hưởng tài sản phi pháp mới đúng,negative
2401,2736,mả mẹ chúng nó.bảo sao khi về hưu chúng nó cứ mua quốc tịch đảo lọ nước kia tiêu tiền.luật mình lên có án tử hình với bọn hút máu mồ hôi đồng bào,negative
2402,2737,đây là nguồn gốc của việc tăng tuổi nghỉ hưu và mức đóng bhxh vênh quỹ là do buông lỏng quản lý kiểu ai làm sai người đó chịu hành vi trách nhiệm thẩm quyền quy định ko sai nhưng phải có cơ chế kiểm soát giám sát chặt chẽ để tới lúc bắt bỏ tù ai đó thì mất quá nhiều tiền của người dân,negative
2403,2738,đã là cơ quan nhà nước quản lý thì nhà nước phải có trách nhiệm dùng ngân sách để bồi thường cho quỹ bhxh vì đó là sự sống của người dân ,negative
2404,2739,đây lại là án khuyến khích các quan chức tham nhũng,negative
2405,2740,chúng mày đưa tao số tiền đó rồi tao đi tù thế cho toàn là lũ hút máu nhân dân gặp tao có quyền là tao chặt đầu thị chúng chúng mày hết,negative
2406,2741,hậu họa của bè lũ ma quỷ vô lại x cạn hoành hành tàn bạo,negative
2407,2742,ối zời ơi hút máu dân đen 1.700 tỉ ngồi có 8.9 năm dm cái pl kiểu lol gì thế miếng thịt bịt miệng bọn tham quan bảo sao dân càng ngày càng nghèo,negative
2408,2743,loại này chỉ thiêu hủy thôi bẩn nhơ nhớp xã hội ô nhiểm cho thế hệ mai,negative
2409,2744,quá it so với số tiền làm gì 7 năm kiếm dc 1700 tỷ,negative
2410,2745,quan trọng là đòi được bao nhiêu,negative
2411,2746,cơ bản là lấy lại tiền cho dân nhờ còn nó đi tù dân cũng chẳng hơn zì,negative
2412,2747,mức án vậy ko đủ răn đe,negative
2413,2748,ăn cắp có ổ bánh mì của 1 người dân tù cả năm  ăn cắp 1.700 tỉ tiền của toàn dân tù 9 năm sương bỏ mẹ ngu gì không ăn cắp tiền tỉ,negative
2414,2749,cải tạo gì nữa tru gi cửu tộc hết đi cho xong,negative
2415,2750,nhiều thế sao không tu hình nhỉ,negative
2416,2751,mọt dân cho vào lò thiêu,negative
2417,2752,1 700 tỷ  2 bánh mì sao vậy  xin quý tòa giải thích,negative
2418,2753,đi 4 năm rồi ra nó thành tỉ phú,negative
2419,2754,bó tay chấm tỉ mà chỉ tù bao nhiêu năm...vậy thui ư …see more,negative
2420,2755,đớp thắm thế ông ko nhìn chên đất nước này còn dất nhiều người ko có cả chỗ ở à,negative
2421,2756,vanmanh nguyen chả dại bạn à..ở nhà chiều chiều làm cốc bia cho mát mồm...vào đấy chả có đâu bạn ạ,negative
2422,2757,nguyên văn hai nguyên có nghìn tỷ thì ở đâu mà chả có bia có người hầu hả bạn tui,negative
2423,2758,ngta ăn cắp cái bánh mì phạt mấy năm  đây tận 1700 tỉ  mà lại có 9 năm công bằng ở việt nam nằm ở đồng tiền à,negative
2424,2759,thái nguyễn ý kiến ah,negative
2425,2761,xuân hoa bùi m đó nha m t nói m rùi đó bớt lai cho t nhờ,negative
2426,2762,hoang le huu có cơ hội k ma hỏi,negative
2427,2763,xưa chạy chức  nay chạy án,negative
2428,2764,ông nào lúc ăn tiền của dân cũng khỏe đến khi bị bắt lại lâm trọng bệnh nhỉ,negative
2429,2765,thiên nhãn lê bon ni toàn là cu chích e akkhun sinh gớm,negative
2430,2766,lê duẩn chuẩn bị sang canada định cư anh ak  theo gót ông cự thôi,negative
2431,2767,thang can bo nao cung vay ra toa la bi binh,negative
2432,2768,gio ông này nắm được thông tin của nhiều cán bộ tham nhũng nên mới được như vậy  không vậy chết cả lũ à,negative
2433,2769,đây là bệnh chứng của các cụ các ông các bà khi bị sờ gáy còn khi không khoẻ như,negative
2434,2770,bệnh trọng thì ở tù không chữa được sao ,negative
2435,2771,bệnh trọng hay là tiếp tay cho tàu cộng đến khi lộ nó tiêm thuốc rồi,negative
2436,2772,ok đang chức hoành tráng khỏe manh khi nghă ngưa thì bảo chửa beng unh thư cái là chuyen thở,negative
2437,2773,ngu cm đã là chủ tịch thủ đô thì cần gì ăn tiền nhà nước nữa tham quá thì thâm,negative
2438,2774,chơi được phải chịu được chứ sao lại thế tiền nhiều để làm giề,negative
2439,2775,củi tươi củi khô cho vào lò hết như vậy bớt đi đc tham nhũng,negative
2440,2776,lâm bệnh cũng phải đúng quy trình nhé,positive
2441,2777,ăn tạp quá để giờ bệnh tật thế này đây,negative
2442,2778,bệnh này chuyền nhiễm nhiều thế hệ rồi,negative
2443,2779,chan qua kich ban nay cu roi fine dien hoai hong a muon xem tuong moi di may cha noi,negative
2444,2780,cho đống rơm ủ cho hết bệnh,negative
2445,2781,sắp chung thân mà tại ngoại mơ hả,negative
2446,2782,bệnh tiền à cất đâu báo vợ,negative
2447,2783,đừng cho nó khoải chuồn nó là mặt lon,negative
2448,2784,suy nghĩ nhiều yếu mà,negative
2449,2785,má nó sợ thật chứ ,negative
2450,2786,quan tham nào cũng ăn dầy quá nên khi bị vào lò thì phát sinh đủ bệnh lạ bệnh độc bệnh ác tính,negative
2451,2787,ban bvsktw sao không kiểm tra sức khoẻ cho các quan theo định kì khổ thân các quan mang trọng bệnh vẫn miệt mài cống hiến vì dân cho đến khi bị tạm giam mới biết mình mang trọng bệnh,negative
2452,2788,tổng giám đốc bhxh cựu thứ trưởng bộ lđtbxh đã cấu kết với agribank ăn chặn 1.000 tỉ quỹ bhxh thông qua cty cho thuê tài chính ii alcii của agibank mới thu hồi về hơn 200 tỷ còn gần 800 tỷ không thu hồi được tiền dân mất trắng cựu thứ trưởng nhận 6 năm tù để cải tạo thành công dân có ích,negative
2453,2789,mọt mghin tỷ đổi lay 6 nam tu quá ưu đãi,negative
2454,2790,quan lại cứ hở ra là tham nhũng vụ lợi thế này thì chết chỉ có dân đen chết,negative
2455,2791,phải tịch biên gia sản và nghiêm trị để làm gương cho người khác,negative
2456,2792,bọn lày tham nhũng cấu kết làm rất tốt,positive
2457,2793,tử hình nếu hoàn đủ tiền mới xứng tội,positive
2458,2794,nâng tuổi nghỉ hưu và nâng năm công tác,negative
2459,2795,chặt đầu hết chúng nó đi,negative
2460,2796,có tiền mua tiên cũng có,negative
2461,2797,cho mình 400 tỉ ngồi 6 năm,negative
2462,2798,heo lò vì hầu hết chúng nó đêuf giống nhau không nhiều thì ít  không giống về đồng tiền cũng giống nhau về bản chất  ,negative
2463,2799,vũ hồng cương nó có tiền vào tù như ngủ khách sạn thôi,negative
2464,2800,ở việt nam làm lớn là làm láo,negative
2465,2801,nước bạn họ còn nhận ra vậy mà các bác giao thông nhà mình cứ giả đò không biết nga thậm chí còn muốn đầu tư vào sân bay long thành các bạn thì thì sao chứ mình rất hoan nghênh,negative
2466,2802,cần nói rõ là sapan là tàu ice làm bởi siemens của đức chứ nga không có công nghệ làm tàu cao tốc riêng,negative
2467,2803,nếu nga làm đường sắt cho việt nam tôi ủng hộ 200 bởi vì công nghệ khkt của nga là cường quốc hàng đầu thế gới nếu nga muốn làm thì nên giao cho nga,negative
2468,2804,các dự án đều cần phải theo đúng quy định của pháp luật việt nam nhưng kiên quyết không để trung quốc tham gia vào bởi trung quốc không bao giờ muốn việt nam phát triển nên kiểu gì chúng cũng tìm cách để gây thiệt hại cho việt nam đó là điều chắc chắn về ngoại giao có thể ta nói cho hay đối với trung nhưng với kinh tế quân sự xã hội v...v tuyệt đối không tin tưởng và luôn cảnh giác từ xa,negative
2469,2805,tq và nga đều có tư tưởng bành trướng giống nhau coi chừng vn trở thành bán đảo krym thứ 2 nền giáo dục của nga có vẽ đỡ hơn tq nên người sẽ tốt hơn người tq,negative
2470,2806,chúng cứ để thế khi nào hỏng nặng mới đề xuất lúc đi bắt buộc có phải phê duyệt và bn cũng duyệt,negative
2471,2807,dù bất kể là ai làm chỉ trừ trung cộng ra nhưng mình cũng phải giám sát và biết cái gì đúng sai để mà lường trước nữa chứ để làm xong rồi con mọc răng nói năng chi nữ,negative
2472,2808,ai làm cũng được  nga  nhật  hoa kỳ    cứ loại trừ trung quốc thì ai cũng ủng hộ và hoan nghênh ,negative
2473,2809,tôi ủng hộ việc nga đầu tư các dự án quan trọng ở việt nam nếu để trung quốc đầu tư giá rẻ chắc chắn lại đội giá chậm tiến độ như đường sắt trên cao đến nay 10 mấy năm nằm đó rồi để làm khu triển lãm trên cao,negative
2474,2810,ngày xưa còn tin liên xô chứ ngày nay không còn tin vào nga được bởi vì trung quốc đã mua đứt nga rồi,negative
2475,2811,ngâ vào làm mấy thằng chó ăn hối lộ may cái miệ lại hà,negative
2476,2812,nen cho nga vao ngay ho lam co trinh do va khoa hoc cao tan tam va tinh nghia nua day,negative
2477,2813,ko giả vờ lấy đéo đâu ra mà đút túi,negative
2478,2814,ai đầu tư cũng được nhưng phải trừ tầu cộng ra  đoan đường cát linh hà đông ăn no rồi,negative
2479,2815,được biết kể từ đầu năm nay mối quan hệ giữa bà bành lệ viên và ông tập cận bình bất ngờ bị đồn thổi xảy ra bất hòa tội ghê,negative
2480,2816,khá đáng nể đấy,positive
2481,2817,công bố tài liệu mật trong vỏ bọc sáng kiến vành đai con đường trung quốc đã xây dựng các khu căn cứ quân sự trong các đặc khu kinh tế tại campuchia việt nam rơi vào thế gọng kiềm tứ bề thọ địch,negative
2482,2818,hoan hô động thái của các nước bạn,negative
2483,2819,đúng là tân bí thư hà thành có khác dùng toàn từ đẳng cấp đọc bài báo mà vẫn chưa hiểu ý đồ tuyên chiến của bác với “ngăn tủ” và “rũ nôi” là gì,negative
2484,2820,hình như chưa từng nghe nói bt có bài báo nào đăng trên các tạp chí khoa học cả,negative
2485,2821,cuối cùng thì rũ bỏ ngài bộ trưởng khỏi chính trường đất nước bớt đi một thằng ăn tục nói phét,negative
2486,2822,tối nghĩa từ với chả ngữ,negative
2487,2823,nhờ phiên dịch người hoa mà họ cũng bó tay vì ko có trong từ điển tiếng trung mấy cái từ này thôi thì cứ đoán mò mò cũng được,negative
2488,2824,chúc bác nhiều sức khoẻ nghe tin bác tôi thấy vui quá,negative
2489,2825,phải có dị tướng như này mới được thay ghế ông chung chứ hiếm có người được như ông lắm đấy,negative
